x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,class
147.6562645,238.9411286,285.7407146,-44.8177222,-241.4734659,29.90488026,-141.9401266,-256.7784682,-160.5796798,-170.302254,-605.5928337,-940.2414711,-958.4476598,-1140.935619,-1111.444614,-800.8746682,-663.8833888,-626.9135728,-173.1031015,184.78182,305.6593393,270.8200544,215.2171201,-129.4491832,-572.2687825,-707.7135627,-875.245932,-1095.401702,-866.0806055,-736.8302,-581.891481,-228.531996,175.7164363,266.189418,436.9694459,757.3308649,815.6961643,830.663792,1020.713054,952.6997039,755.0650627,683.5305947,755.112111,682.442444,561.8137026,351.5564956,120.2008731,45.57454832,16.68890068,-149.7505187,-433.5940755,-614.8702252,-553.4490263,-420.023174,-49.99757097,424.3867221,711.0101177,855.2676715,1007.323944,1034.571046,778.5010239,689.5585075,826.4454588,693.9590088,778.7858429,718.3844606,518.0460148,381.0632354,300.4943848,320.5334433,384.1851608,581.0534925,620.1101824,411.8356173,-7.695410534,-479.0813969,-780.9330262,-1015.834495,-1002.323249,-886.7851952,-714.8773019,-612.635624,-678.4579764,-891.9017861,-1112.894284,-1481.597184,-1777.590366,-1918.521822,-1712.992586,-1487.009151,-1210.817683,-923.9984768,-593.7428021,-202.5413866,-22.63434104,300.7147185,602.5455511,879.5222839,1094.645509,1310.250785,1195.839023,1098.960893,913.6706782,704.9717706,399.4176511,307.8676409,395.8325459,392.0620708,505.6230583,307.1317315,199.5868641,-94.26209042,-287.8158402,-403.54842,-406.2685881,-199.0054028,-6.896868703,191.0111385,302.7221219,497.6693744,492.7465265,506.5349082,405.9426014,296.396236,299.6257877,400.5615141,590.8743235,889.7064648,1099.503127,1200.823377,1003.020099,712.6515179,310.91123,-94.04361307,-392.4872905,-400.9544356,-309.5298776,-102.5340157,1.326917066,-1.462368635,96.58332329,100.3736647,6.031446596,-97.87120759,-200.8457353,-198.4454271,-200.1373069,-201.3775664,-5.139367379,289.1387732,786.9592721,1287.544671,1789.240586,1996.815286,2005.918304,1902.491253,1508.183949,1020.178581,413.7393102,-287.5722173,-880.7394678,-1389.695817,-1505.979896,-1503.046224,-1298.652946,-1013.180938,-323.8356542,384.0038802,895.4055999,1193.399338,1199.128943,1012.814124,708.3740859,207.323955,-475.6898313,-1081.835013,-1503.244541,-1599.879546,-1690.931601,-1702.500054,-1513.111503,-1205.030212,-709.0483581,-123.3701331,388.9848121,801.1244799,1088.342035,1387.648286,1506.161247,1310.954067,1196.791115,1000.776844,911.6884798,604.4542183,401.5891783,304.0055939,396.1074973,492.4771479,602.0692715,699.7307647,1
-246.249986,-158.6165165,72.4610866,-148.2946737,-233.0134139,122.0069148,48.75409302,-143.785731,40.37373905,110.8317125,-104.3241888,-41.56651083,122.8737233,-34.59278465,-94.65799688,186.1572933,134.2171693,-1.410123458,128.6332165,178.0733277,26.32982684,70.82767368,186.6610507,75.46705314,33.32007853,162.9927974,124.8711241,25.94296701,121.019676,156.9491244,-147.7691416,-118.7616123,-43.89977075,-115.997114,-143.0960989,-59.15438678,-84.00489429,-50.98777821,12.48476455,40.39979907,-35.93166589,-16.40756494,43.57354673,-10.70168253,-34.50580084,30.72553742,13.99226139,59.71571639,107.9519916,133.064601,72.7201659,85.29643871,134.4278913,93.17825813,71.7576681,123.3289396,112.5425381,70.57713771,105.8520479,124.1233406,80.04977673,89.30091434,-68.76081684,-5.62463572,-125.9652455,20.84034447,8.848511309,72.08068231,105.3731665,122.9983655,81.17356506,89.68395857,220.8137302,194.1688779,183.9486338,312.0469445,207.8546676,187.0274983,200.3971415,211.9440215,95.51703729,94.51689789,107.4952749,100.6577824,92.56732301,6.882860258,5.90239063,-10.00016775,-96.50370583,7.2957917,-10.7017757,96.51445982,109.0913087,97.82559824,92.76560155,106.3767744,102.9725683,92.23063765,101.8639999,106.1790021,-2.406015897,95.63922342,101.8255162,6.048061229,-2.291417142,-4.306482894,4.732242545,98.16160671,-3.342300278,103.7290835,97.85727518,97.78208526,103.3411343,100.080742,96.81408519,4.880063505,3.114497853,-6.448901953,0.939494964,5.492973576,-4.17365221,-2.65737949,102.4647561,97.97168084,98.90081546,102.5633534,99.49623324,97.89470959,101.7345654,100.937642,97.80929651,100.4321722,101.7982485,1.56352162,97.37446498,97.05810992,104.2283316,100.2289885,95.89212162,102.2464196,102.5114926,193.3387023,198.5861481,110.1494343,98.29299582,91.49188928,106.7010714,103.9743439,-5.627290021,2.686607922,-93.27857247,-103.5035194,-104.2125203,2.76730493,-97.70235828,-100.928552,-101.6012378,-1.215439407,-0.814917075,1.629674549,-0.211248245,95.54933966,99.81835081,104.288293,194.554146,196.1893236,207.397367,296.0990621,195.3908647,209.4719081,198.6526679,191.912612,206.1112184,203.9327008,191.9046968,104.204555,108.1294873,91.18044468,97.65060962,206.6430014,98.22571627,97.87183777,102.9413651,100.2360018,97.09646129,101.5181895,4.863774962,-1.293189935,-3.792505069,3.48686761,98.42518214,94.62237466,104.7011431,102.232986,94.24732027,4.396985741,5.814312325,-7.612999391,-97.85139388,-91.09149481,2
-61.48435958,35.27759632,290.4257831,46.67463113,-46.8689778,238.0802259,155.1810278,-62.7306151,242.6434073,324.2152755,182.4781014,153.7735978,341.1062945,158.8581284,92.14471339,400.2151545,338.186733,183.0100907,334.2410068,389.3435142,117.3575034,168.6673843,199.4279503,72.8926066,22.87377853,171.6698207,129.4815521,15.03211627,123.2280134,165.8718523,38.71681441,-22.08982691,170.7850383,75.28222728,48.33939475,154.1667371,116.0556516,39.51344928,121.1664784,144.1176289,53.68792637,86.32113473,151.6863527,81.87467809,62.32403625,139.5963708,111.6538102,55.83353169,115.5210359,132.174819,66.14552045,90.07154866,137.7406329,86.70912585,72.52312192,128.9451967,108.4584495,67.75032045,111.3811005,123.4648723,172.2053324,-2.333451369,33.59289133,-17.93771356,76.15563715,128.0853797,8.609370571,68.46731002,204.7160043,126.7853217,82.56839959,182.2451059,127.0081529,103.5364566,72.51859994,113.145991,117.9296317,-20.04152638,-1.781222043,19.88756005,-10.24401213,-12.53741643,17.13222859,1.507730343,-16.99167046,8.765611424,-86.24926766,-113.4240661,-104.8690529,-84.47641046,-201.6825658,-210.5225472,-192.1148208,-194.8434955,-307.4475957,-297.3327816,-294.6044481,-402.6908424,-303.4543989,-298.4501184,-297.6847976,-302.8427126,-203.5176318,-198.2696135,-197.7335771,-202.9829891,-200.3408959,-196.9945208,-104.5276451,-103.1562278,-93.85703628,-100.7169888,-8.385879603,2.651269021,6.286216053,-6.256428529,-2.154277382,7.166027498,-2.270905975,91.58451183,7.175110663,6.650194362,-10.72269559,0.180126051,9.961349271,-6.138022653,91.27671891,107.9441308,103.4315571,90.48376445,5.526587546,8.6716654,86.5672239,96.85885278,114.4964021,94.2634421,89.82433659,111.4842772,5.721042262,-11.16564663,1.318075663,9.695444863,-7.047297676,-4.881864953,9.543082447,-1.133869847,-8.282132398,6.027455455,101.1188943,-6.330602538,102.742606,101.2545783,96.67277409,100.8155572,102.6357885,97.65476768,1.976975381,101.0177096,-2.46631839,3.569007793,0.177465996,-3.457859606,1.905309112,2.105478862,-3.050814162,-0.149118441,2.954257449,-1.630169179,-1.797429704,2.607856506,0.125262703,-2.523998086,1.394758393,1.534448181,-2.229211675,-0.105191834,2.156400393,-1.193340454,95.64318403,3.731239639,4.902426244,-6.44141707,-0.743966518,6.494680423,-3.193002668,92.76747205,104.2853088,104.2240248,93.44477775,99.96128727,106.1789602,96.33390052,96.39430891,8.650113155,-95.70345734,-107.6506246,-99.45044284,-93.14488171,-104.6236778,-103.6668617,3
-464.5312343,-268.9904558,89.75067029,-248.9128713,-345.8321129,-66.68467794,-239.8906325,-361.2091498,-259.849404,-72.67290016,-317.0456083,-249.4339945,36.48727854,-138.4088872,-108.2022298,194.8097261,141.7514847,-14.04988499,129.1318099,286.5972204,117.7071974,264.9430387,492.1905817,374.6329054,328.6273273,466.5880261,330.1705128,222.4382862,221.1901097,263.184989,45.28738531,76.49619806,165.46212,82.84642297,48.80545699,49.83109319,118.215922,39.24357408,216.2526849,244.268545,158.2118562,280.4217868,250.9730083,190.8888475,157.5925914,137.0134742,120.6914874,52.84362732,108.8256526,138.9944216,68.34657572,82.34863597,237.2544242,191.2058867,170.2852285,226.0634103,212.2867472,168.1625696,304.492194,324.1587252,378.2586873,290.3409126,329.251083,291.5431423,277.5987815,321.3644014,308.2345253,275.0033372,307.245348,319.1319926,281.7322129,196.0268556,222.5821898,287.1528344,283.4451012,321.984041,302.3731755,277.9335968,407.946826,412.9130931,481.7529914,495.7605909,519.6753494,492.1915365,486.202474,418.6470327,404.8302511,379.5949685,310.7377286,218.8212674,181.6857115,96.34650967,122.4343197,-6.964987184,-110.800036,-83.94115012,-99.48060646,-115.3914861,-91.26511423,-90.78040457,80.17923516,97.12514126,217.2886871,286.2464848,288.9591187,319.5311426,395.6180785,284.2846979,316.5784332,304.8237996,281.5413785,209.5774917,117.6886845,83.45389382,93.30370054,119.5502724,-2.379468668,-13.88626772,10.5551668,6.715382929,-13.93584078,98.9973623,13.68740935,92.73999907,-8.50311664,14.95956465,-97.93198729,-209.1933768,-193.3864171,-195.329725,-305.9621371,-200.8131481,-3.054563745,-3.499847957,4.965546616,97.26432953,93.92938933,106.2064953,101.9817306,92.98425351,102.3428893,105.1843575,94.6933965,98.31129837,105.9951079,97.99350813,95.57251542,104.5371845,4.48586369,-3.901769323,-1.87455347,101.7403691,97.6706133,99.76146072,102.3303732,1.874510748,-0.264704377,-1.601671032,1.208300472,97.73317691,97.17674342,200.7735184,199.1408449,199.7884264,103.9804506,100.8604565,95.74651968,101.7406768,102.9512646,96.59698824,99.2676738,103.634453,98.50992396,0.526754596,-92.82260912,-101.7484969,-105.6923136,-94.94719923,-97.68221642,-106.1337192,-98.50119904,-192.091266,-106.1464071,-106.7907231,-90.1591161,-99.51977631,-12.57583141,-92.91548079,-89.3887006,-113.0111316,-102.1683608,-86.48244523,-106.0635366,-206.0136632,-187.6556788,-201.749552,-210.543752,-288.992336,-293.6477114,-314.1431966,4
41.56251513,233.451899,485.6116664,251.2737095,154.8959959,432.7038258,356.7451636,141.3809253,341.7578123,423.9318082,186.5264598,251.6140018,338.59867,165.4355755,90.55830173,298.0359782,340.9822422,180.3345205,333.2190593,392.4683962,213.3978618,265.0586803,402.2617738,271.5364942,-1621.084152,339.3627041,238.3224566,299.993346,357.9230555,265.2985644,266.3998439,352.7201404,203.0094411,248.6892259,324.8726555,333.2802477,256.7013887,294.6924366,343.8404118,278.7148158,271.585265,337.0143205,304.5041105,262.5423618,221.2619727,225.4816949,164.7649639,197.1840446,331.7283563,280.5857487,281.838173,329.1138216,299.6099937,272.8939948,316.6082471,315.5025172,-209.6509676,-96.58744251,-96.0288285,-105.5841437,-197.3362664,-96.35225788,-107.7340261,-195.7443295,-95.2872778,-206.8202192,-197.2919684,-195.2180493,-205.4083715,-104.2967115,-95.39347229,-98.72536579,-105.0895824,-98.14726677,0.622397525,-5.15964965,2.50720875,-93.61021944,-103.1363284,-201.0742304,-193.3642345,-202.9674029,-204.4533211,-194.5449787,-199.0867197,-205.6698465,-100.5071114,-97.41867164,-101.0705311,-101.782563,-97.92658685,-99.5684579,-102.205646,-99.08361473,-98.4778616,-101.7726134,-197.3203527,-196.894184,-301.3304967,-299.0724427,-202.3532505,-202.5078336,-196.2874486,-199.8695604,-106.6113524,-99.20782169,2.686922589,-5.400792448,0.712984223,4.644459214,-3.452511888,-99.24580639,-94.1629161,-104.2058347,-102.9612368,-94.27607561,-3.695882505,-6.20741262,7.19016661,1.520777123,-7.663270495,100.1168772,104.0793821,194.3989912,196.4784733,207.3698077,198.8909208,193.7438538,107.8370726,201.1789128,91.93409056,203.7260465,202.2948592,195.1259223,200.765547,204.1183453,196.8133775,101.0889257,105.3868246,95.74962785,0.535146589,-90.23554704,-103.3065535,-107.188134,-189.5409115,-196.4701382,-211.9368426,-293.1152911,-192.9158987,-213.7568633,-295.3623817,-286.8134468,-409.2095645,-403.8177219,-389.0640519,-402.9677764,-311.5381123,-293.3462726,-293.1519266,-213.3985286,-104.4960763,-87.77075528,-103.1057067,-12.66995027,7.461453653,104.3800731,87.32179979,103.4836565,206.7713294,189.6243514,199.858421,209.8282172,194.2438517,194.2197927,305.8220275,298.8925234,198.2432306,205.1395265,101.61697,97.25164443,100.1283878,102.5039473,98.37906245,98.61990805,102.3491173,99.88839385,194.8140321,103.2122541,105.9920296,93.39304894,98.33201634,107.2038013,97.24979966,-2.070015937,6.869845049,-99.12568454,-6.975106587,-96.64153021,-92.41547029,-10.74536275,5
-1397.42176069,-679.922729164,1405.93139713,-397.854995747,-1081.86144737,1021.86562346,403.630301246,-1201.45228832,340.880054739,923.982353882,-873.760923901,-344.116783993,1026.71202404,-292.062030066,-789.142243332,844.074237788,295.202177959,-872.571453135,245.634368847,672.214218874,-633.458982302,-251.680476829,745.665343323,-210.461410909,-574.117200713,541.649322474,214.573893294,-637.215948009,180.323580201,587.28825172,-364.366700412,-79.3440825323,643.532917559,-154.224521914,-414.952671396,393.467462546,153.899506203,-461.707628312,132.135463554,354.39632089,-239.485767672,-32.426190614,401.195436501,-112.994271335,-309.041055335,291.287093717,212.621814792,-244.067022257,200.407160351,362.936141532,-248.79392003,-94.788467424,290.430601372,-85.0146695689,-221.791420504,212.732232496,80.8061583033,-248.188177401,72.8331333401,189.422360308,-84.9442366354,29.8928798504,315.682613757,36.5972410276,-64.5483153938,161.183916663,60.9860985653,-90.951716918,57.1491341643,148.118524565,-142.419713023,-53.7541954428,262.903827429,49.8191690856,-119.861483836,121.991204288,136.413022443,-39.4230427212,149.348638657,104.403961048,-8.90065087086,-32.7882194495,124.958201029,-44.0851748342,-90.927580574,95.8828381307,27.9333717612,-9.82462057933,136.529214707,84.290633301,-81.7635640786,-30.1611785701,191.806899409,70.265363117,31.6046745669,168.905385099,122.939153791,21.5483205005,125.467203453,61.4578739236,-57.6941800473,-23.1422438916,68.0453494423,-19.0409821818,-52.4894176177,49.3325029841,19.7306470573,38.8041532347,115.09356576,148.422611288,56.8112114132,80.4070045442,55.344033639,85.2367216187,-43.1253022667,42.7513379281,14.8806130362,-49.0626904748,15.4246986766,36.8304032129,-36.5536541375,-12.6829817348,41.9258501477,-13.2119937901,65.4988012412,130.033244314,114.402764035,-33.7864022241,9.76670163163,25.8753040052,-24.676110014,-9.51252206946,28.8723440093,88.5855752327,-20.2733750975,25.9136056343,3.51044925288,-26.4379681043,12.545185601,114.262913665,76.6260273932,100.611993313,121.582912894,-10.4603771924,86.0001879272,18.2116811558,5.28107446082,-20.2663440139,7.18440053587,14.7264475177,81.3823886503,-2.67332115483,22.1318382464,-10.7510541295,82.6120125718,20.5148507124,7.08271617639,73.444411499,106.214207489,121.213784049,-15.5000232646,-7.58652991209,19.101364199,-4.32137405113,-15.3479934779,13.2546081858,103.423645972,-14.4983654295,105.472450373,10.3357612261,-8.28532014923,-4.74133493121,107.574582175,96.8668207637,94.7644051185,9.12631141398,99.4480352298,88.7136875194,10.3279994452,7.45685657475,-14.1668098636,1.48634433905,12.4128975854,88.1195062596,92.415469248,18.74807654,-1.06468555873,-16.9676526693,108.1200045,108.021278496,-9.38469334801,98.0908570337,9.95677835518,95.8266704542,-6.84936453208,11.0700536176,-0.201230877781,-10.2748940902,6.34571848391,102.799517832,1
-29898.5937215,-633.737800672,482.707948733,1478.05898837,-166.770949889,-175.800644674,1277.25497612,415.05874816,-432.820507215,884.887663343,891.524240179,-349.862754927,387.748228241,1111.50929933,-14.8335174934,-19.5821064109,1040.96957156,506.895887916,-206.042530594,759.71386947,753.570091477,-149.654161728,397.330153592,917.759395137,92.2640313375,98.1879629277,869.830068633,498.849780838,56.4425388126,669.908082445,657.845250773,-7.96227700123,402.319522073,781.712212915,169.098618585,179.905235042,748.71233214,397.733172679,73.8956139084,597.531506221,587.870878009,101.932724828,499.133513022,680.423004154,-151.982321379,-63.1258012766,337.419537976,110.922760798,-129.496740222,227.258041485,239.258349682,-199.900438763,89.0087012638,194.305029055,-6.10669175879,-21.9319657859,272.702848153,14.0645011277,-70.6062643791,185.973510683,305.647462911,-44.0388053502,187.098951551,242.991791871,29.480616685,7.9772145151,221.362462547,113.694363425,-22.1726455019,160.346385144,178.56799947,-3.74722965021,88.3854165363,204.384629809,48.3592085983,129.872764196,287.467525098,213.443030945,109.807418637,144.466717837,161.09874355,21.6324057506,89.5825793165,179.834221943,61.9456825285,47.8329468621,166.994051416,108.845069133,31.7884038777,35.6134131999,142.715278826,37.914769608,97.0893561405,256.999104628,68.5792267812,68.3485826663,245.42482801,102.503953907,58.889744529,25.328904883,123.427936951,59.1296040314,5.53625233673,135.062515962,70.7446641689,84.6039987205,136.697923246,189.421417314,168.830202839,131.657869379,210.300889055,64.0989554727,211.838844497,126.61945053,75.9789979943,89.3961349715,128.911092908,92.6340707286,77.2643655347,120.540334458,12.0892210594,73.4674412934,101.49898694,124.017533192,181.154098494,88.7385608577,127.492245332,94.1017520272,77.7173126651,118.89068258,109.605477479,76.5048347891,105.058236013,119.032517171,83.8456537379,91.8070137972,120.079204984,95.6622009197,83.7435948357,210.767480856,108.813870858,184.607362229,100.946543194,116.934351931,88.9640177673,90.7103816543,115.929846796,99.1783160317,85.5332338693,109.440146141,107.928631241,86.3842509635,100.713120991,112.358734981,188.878065724,192.011800009,215.230747006,198.375105728,89.717893217,110.733823976,200.176923853,89.8142550091,108.984063833,104.181770811,89.0576717711,102.629734652,108.69978457,92.3175754478,96.4336923949,206.304345311,196.524526737,196.162340629,205.563224665,103.317174337,192.788122604,101.206346455,109.096431631,93.4165537198,95.4027046409,108.936981961,98.9620789075,92.2295410348,105.630757184,103.922978565,92.3617054755,100.892968956,203.590891371,193.962897783,200.245379925,205.522183883,196.460662287,99.9819815971,106.381330737,96.1932061782,96.2885748641,105.798715414,100.010650965,94.5482616798,200.209822783,104.993796551,2
-2318.20301825,1260.42164269,3081.9734018,1538.53515315,558.911184883,2184.59002754,-376.229895625,-6243.43635501,-10424.9021239,-16273.1892002,-20784.1493898,-21926.3262351,-17747.7880073,-15696.1605853,-12242.194918,-5891.45947578,-733.767318073,972.997768704,2057.1739432,2325.55419528,989.757224108,993.459348657,-10888.8090961,-7222.03091261,-2439.49853491,2483.08750288,2463.25209519,761.115315268,1605.76167252,2287.35961585,-1420.86781087,-5713.99297001,-9761.16603179,-17168.0824672,-20871.2160981,-21033.7948653,-18200.8346391,-16262.8363078,-11477.2018682,-5817.70188683,-1496.33939671,1360.67046358,2540.98204476,1671.60590771,927.279126578,1644.99474644,1771.17839246,753.617063344,1341.80193105,2175.85237713,1206.55212381,1294.99387674,2152.23281417,1555.52010775,1011.11824121,1934.70894634,1855.48496046,1132.59995504,1640.15128698,2014.85907509,1313.71051851,1381.96699013,1999.4898098,1565.37102525,1245.60389298,1844.8740771,1786.0707492,1258.55373465,1629.86365386,1805.79186128,1291.77155464,1434.56661861,1891.62087364,1580.61210533,1337.76706148,1775.33727855,1741.19045014,1350.74555679,1616.76741889,1824.01840984,1450.02178245,1479.50014871,1813.04282541,1585.50093521,1311.67423223,1629.50781822,1696.20128485,1417.69306478,1618.89989165,1856.82585588,1585.23438042,1524.54552776,1756.03153133,1577.36186238,1467.04148524,1700.92780272,1664.38008688,1466.64572625,1619.44939085,1713.57385992,1513.68197833,1545.06908713,1713.9728002,1583.2906864,1502.98469195,1770.77610476,1745.64729034,1509.2316829,1711.52301334,1678.33249606,1545.28895734,1559.22392549,1675.8102459,1592.86553566,1533.08443487,1646.79573323,1634.79774202,1535.20496077,1606.14814441,1657.16260368,1656.9276145,1669.08298157,1758.97324073,1596.74292897,1549.6189631,1633.24707521,1627.38918666,1552.3672281,1602.8215543,1643.03946558,1571.56099574,1576.62399588,1640.71298065,1597.55617797,1563.23231251,1624.32622011,1716.90393146,1663.98039311,1608.75609262,1631.62485771,1572.82776366,1586.58397468,1633.55535456,1592.49200827,1572.98823784,1623.23600968,1611.44264014,1571.32346717,1509.48459256,1621.24585793,1575.31591255,1691.79272256,1628.09772847,1690.8708958,1676.03779104,1625.97790807,1609.9828393,1569.62337062,1608.82726549,1623.23622737,1577.78742258,1494.53645377,1527.17964807,1488.84447748,1481.16103712,1618.71722634,1700.38179109,1679.14770936,1712.13623499,1615.35640735,1582.44858201,1596.09624064,1618.82102393,1592.38825501,1586.88686458,1615.00533791,1603.3228063,1583.91801339,1606.51605611,1611.19754854,1587.17140835,1597.17173605,1613.74155442,1691.37505761,1592.26391513,1615.78172205,1694.76133312,1588.31900286,1614.96560201,1602.00174882,1584.74690984,1607.2599342,1706.92655407,1589.03205417,1603.11443647,1608.43340619,1592.02202494,1596.86093318,1706.32588164,1696.1104163,3
-29586.4062227,-522.759341542,764.684796954,1966.36156163,-34261.1964258,-29316.2643591,-407.244743119,1129.20211167,1990.24586997,-222.340574262,41.0479660262,1125.43633366,196.699191887,-159.411552804,1807.43378206,1604.94295759,36.1588645617,1263.28408536,2001.17296497,406.680252494,669.18171544,1912.26517792,860.979897166,129.67415062,1495.17720679,1169.7988701,-74.3995410597,625.899105837,1448.72354324,477.821229867,-34011.6133344,-48.5297398855,-1637.591654,1437.52275833,1691.73889758,-840.659734757,751.783859564,2369.57331061,1.73763872604,-135.685704219,2207.23730985,738.493042629,-641.502076672,1370.73192928,1400.97608603,-603.712944725,472.148993812,1650.09698278,-162.988034307,11.157892441,1826.2030223,828.914716893,-180.994574442,1360.66242786,1385.26446456,-77.1894439103,679.061741021,1539.32886518,216.733735461,104.439332131,1353.80567547,516.726493495,-214.846341355,815.67791528,1019.16295683,49.3480178062,790.158827696,1413.8528687,538.371956551,440.242492148,1358.20608556,803.355876431,176.845617118,1013.37131258,906.548426001,222.039931461,598.527101705,955.810694532,-59.5526151034,33.5837914789,991.186092942,800.547113746,426.230225558,1023.45029612,1114.05415873,461.904253681,804.624715937,1114.72189384,510.121590242,424.325982695,886.619015153,593.225832504,237.952807423,472.52152485,-326.828021001,131.17941421,661.896364318,1063.08365707,675.094233963,627.791944882,1020.48195095,829.600622335,575.216877028,906.893947169,850.081075018,512.73770629,671.27266788,893.064510048,514.338749945,376.122607755,657.715881034,618.777868422,631.502545307,877.236883817,1008.90217417,662.215199748,783.342028663,939.370050643,829.085011866,614.662178318,823.822057464,705.942967255,580.162303045,766.226321858,772.852059546,497.203026834,596.230519323,795.744593641,740.075555201,839.903015683,989.23623395,806.011056436,812.59975388,846.725755332,857.122943571,624.940215387,694.380928375,773.852795503,661.023823105,557.049136051,762.337364361,602.980793518,639.675217202,730.300780822,835.445540113,844.212839962,897.095396148,857.174953125,771.515060552,763.377414039,848.693511787,708.260460685,652.370928481,720.78240637,732.273789448,661.145461307,692.974660949,643.743321291,583.432966155,762.755558489,831.780721946,912.884871432,859.388383841,815.281788154,832.02682335,766.458868525,693.069641294,738.696787261,683.320798646,673.655529938,634.495379869,510.16310916,464.563788634,511.689698882,720.178562258,767.790957511,797.303957554,831.861781593,880.393194029,781.82825774,832.347458393,797.681699059,674.059722873,720.767403013,711.915645899,576.40509124,605.995484837,618.56458004,486.292782675,590.780108357,712.302773629,795.192442974,788.280755737,908.489931293,805.917908313,791.528268557,799.519003352,808.24370012,698.558908579,696.169031705,4
-38618.2812483,-698.655075835,141.030386808,1997.5812563,193.565899751,-468.879515753,1719.09624827,993.098874666,-589.494331995,943.60447607,1511.12060329,-365.565648132,166.097442441,1415.94262469,107.846106848,-185.067808955,1338.67221387,894.612939788,-270.192416286,844.762173668,1270.50277677,-128.567560102,250.042592826,1240.03952317,194.338403511,-168.663393716,1030.82718304,809.843339523,-27.2655940618,778.803581281,1081.90191044,240.288186879,422.924804936,1140.84903736,442.20616601,186.659528618,898.900108881,652.177164892,-62.7303155423,537.41252194,364.382156332,-335.190427023,-44.3772964187,498.229235377,-99.9940785658,-214.04536506,572.93707473,425.269691048,-31.3669815154,380.920108071,659.639840139,68.4339199713,197.983987603,481.630226044,130.092535285,-22.5796045067,399.017905279,289.763982027,-40.6771241641,162.967404015,291.327463791,23.1787556349,220.189670381,510.82193639,248.621694986,229.764197664,450.253288848,469.829797498,117.06052724,347.090259913,346.621836807,70.9698935407,139.628191911,357.342319767,162.412869272,-22.1850668157,211.557231147,244.847082897,162.274518951,434.317594794,505.722745708,304.424218767,357.989053898,514.924728793,273.634506024,210.923661047,281.180554903,238.051471024,100.96581892,126.655769872,180.073936552,26.9880015298,68.5545965375,284.35814403,272.887774415,330.934414621,463.797524215,426.629216706,227.180698095,418.627064667,260.267352817,249.442501958,173.699406666,266.28292697,184.980954664,49.8025242551,50.2760632503,20.0598606936,134.673950571,311.165495091,351.607967822,355.544364547,375.127979729,359.69689095,290.632684276,249.553814184,339.024014348,227.035679464,150.201018536,204.451519505,147.143865997,70.6178611016,-23.6182885957,141.743820678,191.072266107,260.055721053,329.271567913,416.923680835,359.324568523,408.480457313,336.162129585,273.414729009,185.018355929,236.989155983,191.904677097,73.1624891381,126.730013118,109.185389,-27.5581934922,107.887305174,215.059017787,277.476165358,393.261246917,422.142296756,393.060373791,383.365246023,319.531216422,306.964779765,180.532522882,208.171487069,213.384796093,184.306249324,99.8814612341,117.855316361,89.4123514057,186.530020799,311.919969951,302.45979277,287.332487283,402.233641139,407.510306456,393.402271187,299.947608171,212.320822525,195.713396796,190.998524172,209.419102074,105.855866417,90.692894822,100.077823242,108.69332157,288.624103004,292.559152895,412.094383528,396.693551691,390.623852528,408.723179836,306.624705389,290.885718479,299.240294825,212.060972576,196.533311178,93.7981188488,110.018499651,99.8208363286,-6.25376722057,103.915523639,197.432734341,291.767643114,401.24992865,403.934861646,396.468456914,398.421031119,307.309337721,300.149846138,196.093161417,205.247150264,103.571530756,95.9793997354,2.10214090361,5
